stationID,startTime,endTime,inNums,outNums,,,inNums,outNums,,,,
0,2019/1/27 9:20,2019/1/27 9:30,210.9355865,78.94097824,,,172.1434357,62.79476242,,38.79215088,16.14621582,
0,2019/1/27 9:30,2019/1/27 9:40,198.6030365,75.36363144,,,159.5594925,60.52290039,,39.04354401,14.84073105,
0,2019/1/27 9:40,2019/1/27 9:50,193.0998199,82.92323303,,,175.2771744,75.9042923,,17.82264557,7.018940735,
0,2019/1/27 9:50,2019/1/27 10:00,194.4679245,78.20441742,,,155.3931808,63.14211044,,39.07474365,15.06230698,
0,2019/1/27 10:00,2019/1/27 10:10,187.1984756,94.27683868,,,150.5986832,73.55680847,,36.59979248,20.72003021,
0,2019/1/27 10:10,2019/1/27 10:20,179.9232254,87.31958389,,,141.7726669,69.32330933,,38.15055847,17.99627457,
0,2019/1/27 10:20,2019/1/27 10:30,171.6460052,92.00887527,,,152.0118973,81.29027557,,19.63410797,10.7185997,
0,2019/1/27 10:30,2019/1/27 10:40,175.5132217,89.84190826,,,137.7826187,69.91486206,,37.73060303,19.9270462,
0,2019/1/27 10:40,2019/1/27 10:50,170.2238785,103.411425,,,134.5722015,81.55489273,,35.65167694,21.85653229,
0,2019/1/27 10:50,2019/1/27 11:00,158.5670624,104.4138023,,,125.4968582,83.00600586,,33.07020416,21.40779648,
0,2019/1/27 11:00,2019/1/27 11:10,145.5218124,99.82892609,,,123.7005005,86.75143585,,21.82131195,13.07749023,
0,2019/1/27 11:10,2019/1/27 11:20,142.1712852,96.24766693,,,106.8403618,75.01328888,,35.33092346,21.23437805,
0,2019/1/27 11:20,2019/1/27 11:30,151.644046,90.28201981,,,122.0140213,70.97425919,,29.63002472,19.30776062,
0,2019/1/27 11:30,2019/1/27 11:40,143.2669785,97.84010468,,,109.5708405,76.06123734,,33.696138,21.77886734,
0,2019/1/27 11:40,2019/1/27 11:50,134.0316162,91.17765503,,,113.6234253,82.14484253,,20.40819092,9.0328125,
0,2019/1/27 11:50,2019/1/27 12:00,135.870327,100.4169029,,,102.4935448,79.05948181,,33.37678223,21.35742111,
0,2019/1/27 12:00,2019/1/27 12:10,148.0398575,109.2422447,,,114.7128281,85.05724182,,33.32702942,24.1850029,
0,2019/1/27 12:10,2019/1/27 12:20,148.8791641,97.30249786,,,115.4820084,79.48138275,,33.39715576,17.82111511,
0,2019/1/27 12:20,2019/1/27 12:30,156.4346909,118.5680023,,,139.7244995,107.3230278,,16.71019135,11.24497452,
0,2019/1/27 12:30,2019/1/27 12:40,150.9932816,118.4771439,,,118.6244751,94.1594162,,32.36880646,24.31772766,
0,2019/1/27 12:40,2019/1/27 12:50,136.1819031,113.971685,,,105.845797,91.12145844,,30.33610611,22.85022659,
0,2019/1/27 12:50,2019/1/27 13:00,139.2840393,112.9830803,,,109.3728836,90.74337387,,29.9111557,22.23970642,
0,2019/1/27 13:00,2019/1/27 13:10,138.8439812,119.3628738,,,121.0097382,104.6014481,,17.83424301,14.76142578,
0,2019/1/27 13:10,2019/1/27 13:20,140.1201691,110.6662041,,,109.1674179,87.22030869,,30.95275116,23.44589539,
0,2019/1/27 13:20,2019/1/27 13:30,141.1465332,144.7482544,,,108.3999413,111.9996117,,32.74659195,32.74864273,
0,2019/1/27 13:30,2019/1/27 13:40,139.4267281,154.7064865,,,107.3237083,115.9722961,,32.10301971,38.73419037,
0,2019/1/27 13:40,2019/1/27 13:50,143.1698776,131.3398911,,,124.5241089,115.4687798,,18.64576874,15.8711113,
0,2019/1/27 13:50,2019/1/27 14:00,139.8841217,141.1168701,,,109.8164574,106.4194839,,30.06766434,34.69738617,
0,2019/1/27 14:00,2019/1/27 14:10,149.8641846,142.5309746,,,114.699353,108.3245811,,35.16483154,34.20639343,
0,2019/1/27 14:10,2019/1/27 14:20,149.4647507,135.7447433,,,115.719043,107.8557259,,33.7457077,27.88901749,
0,2019/1/27 14:20,2019/1/27 14:30,149.4391296,138.9777435,,,129.2988724,123.9296066,,20.14025726,15.0481369,
0,2019/1/27 14:30,2019/1/27 14:40,148.5312881,153.7076523,,,113.6020523,121.2730225,,34.92923584,32.43462982,
0,2019/1/27 14:40,2019/1/27 14:50,131.6097816,160.1930695,,,100.9180542,126.9790955,,30.69172745,33.213974,
0,2019/1/27 14:50,2019/1/27 15:00,126.8949738,156.0510193,,,97.85183563,122.5918213,,29.04313812,33.459198,
0,2019/1/27 15:00,2019/1/27 15:10,124.205909,160.9485962,,,106.6312325,142.9591232,,17.57467651,17.98947296,
0,2019/1/27 15:10,2019/1/27 15:20,124.2228294,155.6033859,,,95.67898712,123.7084869,,28.54384232,31.89489899,
0,2019/1/27 15:20,2019/1/27 15:30,136.0989304,167.7018906,,,104.7669334,136.9552917,,31.33199692,30.74659882,
0,2019/1/27 15:30,2019/1/27 15:40,137.9088196,169.1933563,,,105.3647217,132.5658203,,32.5440979,36.62753601,
0,2019/1/27 15:40,2019/1/27 15:50,138.0982025,152.6635529,,,119.5140984,135.4871262,,18.58410416,17.1764267,
0,2019/1/27 15:50,2019/1/27 16:00,135.1070671,161.4948685,,,105.3502449,124.5929337,,29.7568222,36.90193481,
0,2019/1/27 16:00,2019/1/27 16:10,128.8354874,191.6481262,,,101.0297661,149.7557709,,27.80572128,41.89235535,
0,2019/1/27 16:10,2019/1/27 16:20,134.7966644,172.1729553,,,104.5564339,138.2085602,,30.24023056,33.96439514,
0,2019/1/27 16:20,2019/1/27 16:30,134.5314911,187.1506714,,,117.0936485,165.2186401,,17.43784256,21.93203125,
0,2019/1/27 16:30,2019/1/27 16:40,128.9383156,180.5533615,,,100.1074646,142.6262405,,28.83085098,37.92712097,
0,2019/1/27 16:40,2019/1/27 16:50,124.7691666,164.1074112,,,96.24243011,131.3653091,,28.52673645,32.74210205,
0,2019/1/27 16:50,2019/1/27 17:00,124.1203072,171.6983307,,,95.67732544,137.405484,,28.44298172,34.29284668,
0,2019/1/27 17:00,2019/1/27 17:10,119.4785973,158.6626282,,,103.8930199,140.9179077,,15.58557739,17.74472046,
0,2019/1/27 17:10,2019/1/27 17:20,124.5823524,160.2309555,,,98.30194626,125.0209167,,26.28040619,35.21003876,
0,2019/1/27 17:20,2019/1/27 17:30,118.1341179,160.0413162,,,90.94672928,127.9293869,,27.18738861,32.11192932,
0,2019/1/27 17:30,2019/1/27 17:40,119.5389481,149.7413895,,,95.53907013,119.894014,,23.99987793,29.84737549,
0,2019/1/27 17:40,2019/1/27 17:50,114.9893402,144.8282639,,,100.9089493,128.7075836,,14.08039093,16.12068024,
0,2019/1/27 17:50,2019/1/27 18:00,103.5081726,137.1780525,,,80.892836,107.7066795,,22.61533661,29.47137299,
0,2019/1/27 18:00,2019/1/27 18:10,88.75853043,126.7605072,,,68.90884781,101.9444565,,19.84968262,24.81605072,
0,2019/1/27 18:10,2019/1/27 18:20,84.49862671,114.7942329,,,66.53414688,93.71991119,,17.96447983,21.07432175,
0,2019/1/27 18:20,2019/1/27 18:30,79.67345581,113.0639389,,,71.31789856,103.9134857,,8.355557251,9.150453186,
0,2019/1/27 18:30,2019/1/27 18:40,72.83339615,104.6360901,,,59.05428391,84.58774567,,13.77911224,20.04834442,
0,2019/1/27 18:40,2019/1/27 18:50,69.06923409,95.77703705,,,54.65034637,75.76722794,,14.41888771,20.00980911,
0,2019/1/27 18:50,2019/1/27 19:00,64.73103333,103.4615044,,,51.07293243,81.62681046,,13.65810089,21.83469391,
0,2019/1/27 19:00,2019/1/27 19:10,60.83446426,87.26743622,,,53.2665451,80.76695251,,7.567919159,6.500483704,
0,2019/1/27 19:10,2019/1/27 19:20,58.82830009,89.59106979,,,45.50465698,71.95653534,,13.32364311,17.63453445,
0,2019/1/27 19:20,2019/1/27 19:30,60.94606514,82.27941742,,,47.08449173,65.94631271,,13.86157341,16.33310471,
0,2019/1/27 19:30,2019/1/27 19:40,64.44352417,88.07620239,,,49.9961277,68.24704895,,14.44739647,19.82915344,
0,2019/1/27 19:40,2019/1/27 19:50,57.27666779,75.63041992,,,48.66444435,68.53819504,,8.612223434,7.092224884,
0,2019/1/27 19:50,2019/1/27 20:00,58.33964882,88.93092041,,,46.30055809,71.49807129,,12.03909073,17.43284912,
0,2019/1/27 20:00,2019/1/27 20:10,48.65407104,85.38778458,,,38.05612068,67.95639648,,10.59795036,17.43138809,
0,2019/1/27 20:10,2019/1/27 20:20,48.70279808,75.35929794,,,38.01437378,59.92032318,,10.6884243,15.43897476,
0,2019/1/27 20:20,2019/1/27 20:30,48.1181221,80.5624321,,,44.73551788,70.6294014,,3.382604218,9.933030701,
0,2019/1/27 20:30,2019/1/27 20:40,47.80627403,84.77388,,,39.49512787,67.38639908,,8.311146164,17.38748093,
0,2019/1/27 20:40,2019/1/27 20:50,40.67577896,81.01914368,,,33.70342522,64.36030502,,6.972353745,16.65883865,
0,2019/1/27 20:50,2019/1/27 21:00,35.78237724,82.2161026,,,29.67785244,65.93120575,,6.104524803,16.28489685,
0,2019/1/27 21:00,2019/1/27 21:10,32.80309963,78.62025986,,,29.13493118,72.83317184,,3.668168449,5.787088013,
0,2019/1/27 21:10,2019/1/27 21:20,31.61647453,80.09489899,,,24.86882973,66.10247955,,6.747644806,13.99241943,
0,2019/1/27 21:20,2019/1/27 21:30,29.30047092,71.32520714,,,23.10275021,59.71076508,,6.197720718,11.61444206,
0,2019/1/27 21:30,2019/1/27 21:40,26.33633633,67.62811546,,,20.25744095,55.63442802,,6.078895378,11.99368744,
0,2019/1/27 21:40,2019/1/27 21:50,25.37013073,59.56674271,,,23.81166229,55.56795082,,1.558468437,3.998791885,
0,2019/1/27 21:50,2019/1/27 22:00,22.97839184,60.58504219,,,19.13250618,49.70908737,,3.845885658,10.87595482,
0,2019/1/27 22:00,2019/1/27 22:10,21.34486618,51.63243446,,,15.77724934,41.23105545,,5.567616844,10.40137901,
0,2019/1/27 22:10,2019/1/27 22:20,20.8269886,52.70640221,,,15.47519846,43.45356979,,5.351790142,9.252832413,
0,2019/1/27 22:20,2019/1/27 22:30,15.02750845,43.24630318,,,12.82512121,40.65901871,,2.202387238,2.58728447,
0,2019/1/27 22:30,2019/1/27 22:40,12.97572317,42.69757385,,,10.05500269,34.77661972,,2.920720482,7.920954132,
0,2019/1/27 22:40,2019/1/27 22:50,4.849378109,42.10910759,,,3.2750453,33.61103325,,1.574332809,8.498074341,
0,2019/1/27 22:50,2019/1/27 23:00,1.724316335,37.44214249,,,1.433652616,30.72525444,,0.290663719,6.716888046,
0,2019/1/27 23:00,2019/1/27 23:10,0.585086632,25.24488564,,,0.18525629,25.81867561,,0.399830341,0.573789978,
0,2019/1/27 23:10,2019/1/27 23:20,0,21.86021385,,,0.107967019,19.69725876,,0.107967019,2.162955093,
0,2019/1/27 23:20,2019/1/27 23:30,0.122780883,17.00670385,,,0.401377273,13.25440216,,0.278596389,3.752301693,
0,2019/1/27 23:30,2019/1/27 23:40,0,11.60949812,,,0,9.484003258,,0,2.125494862,
0,2019/1/27 23:40,2019/1/27 23:50,0,6.159278643,,,0,6.013883257,,0,0.145395386,
0,2019/1/27 23:50,2019/1/28 0:00,0,3.804349756,,,0,3.713673925,,0,0.090675831,
1,2019/1/27 0:00,2019/1/27 0:10,0,0,,,0,0.412577713,,0,0.412577713,
1,2019/1/27 0:10,2019/1/27 0:20,0,0,,,0,0.122411764,,0,0.122411764,
1,2019/1/27 0:20,2019/1/27 0:30,0,0,,,0,0.123426056,,0,0.123426056,
1,2019/1/27 0:30,2019/1/27 0:40,0,0.103875434,,,0,0,,0,0.103875434,
1,2019/1/27 0:40,2019/1/27 0:50,0,0,,,0,0,,0,0,
1,2019/1/27 0:50,2019/1/27 1:00,0,0,,,0,0,,0,0,
1,2019/1/27 1:00,2019/1/27 1:10,0,0,,,0,0,,0,0,
1,2019/1/27 1:10,2019/1/27 1:20,0,0,,,0,0,,0,0,
1,2019/1/27 1:20,2019/1/27 1:30,0,0,,,0,0,,0,0,
1,2019/1/27 1:30,2019/1/27 1:40,0,0,,,0,0,,0,0,
1,2019/1/27 1:40,2019/1/27 1:50,0,0,,,0,0,,0,0,
1,2019/1/27 1:50,2019/1/27 2:00,0,0,,,0,0,,0,0,
1,2019/1/27 2:00,2019/1/27 2:10,0,0,,,0.11522516,0.110723591,,0.11522516,0.110723591,
1,2019/1/27 2:10,2019/1/27 2:20,0,0,,,0,0,,0,0,
1,2019/1/27 2:20,2019/1/27 2:30,0,0,,,0,0,,0,0,
1,2019/1/27 2:30,2019/1/27 2:40,0,0,,,0,0,,0,0,
1,2019/1/27 2:40,2019/1/27 2:50,0,0,,,0,0,,0,0,
1,2019/1/27 2:50,2019/1/27 3:00,0,0,,,0,0,,0,0,
1,2019/1/27 3:00,2019/1/27 3:10,0,0,,,0,0,,0,0,
1,2019/1/27 3:10,2019/1/27 3:20,0,0,,,0,0,,0,0,
1,2019/1/27 3:20,2019/1/27 3:30,0,0,,,0,0,,0,0,
1,2019/1/27 3:30,2019/1/27 3:40,0,0,,,0,0,,0,0,
1,2019/1/27 3:40,2019/1/27 3:50,0,0,,,0,0,,0,0,
1,2019/1/27 3:50,2019/1/27 4:00,0,0,,,0,0,,0,0,
1,2019/1/27 4:00,2019/1/27 4:10,0,0,,,0,0,,0,0,
1,2019/1/27 4:10,2019/1/27 4:20,0,0,,,0,0,,0,0,
1,2019/1/27 4:20,2019/1/27 4:30,0,0,,,0,0,,0,0,
1,2019/1/27 4:30,2019/1/27 4:40,0.104392409,0,,,0,0,,0.104392409,0,
1,2019/1/27 4:40,2019/1/27 4:50,0,0,,,0,0,,0,0,
1,2019/1/27 4:50,2019/1/27 5:00,0,0,,,0,0,,0,0,
1,2019/1/27 5:00,2019/1/27 5:10,0,0,,,0,0,,0,0,
1,2019/1/27 5:10,2019/1/27 5:20,0,0,,,0,0,,0,0,
1,2019/1/27 5:20,2019/1/27 5:30,1.044866204,0,,,1.289000571,0,,0.244134367,0,
1,2019/1/27 5:30,2019/1/27 5:40,1.876046121,0,,,1.74526428,0,,0.130781841,0,
1,2019/1/27 5:40,2019/1/27 5:50,6.056304169,0,,,6.264174914,0,,0.207870746,0,
1,2019/1/27 5:50,2019/1/27 6:00,10.39212914,0.137125242,,,8.855614471,0,,1.536514664,0.137125242,
1,2019/1/27 6:00,2019/1/27 6:10,14.31027212,0,,,11.68411293,0.377298021,,2.626159191,0.377298021,
1,2019/1/27 6:10,2019/1/27 6:20,15.87102432,0,,,12.57870388,0.139018798,,3.292320442,0.139018798,
1,2019/1/27 6:20,2019/1/27 6:30,19.72458477,1.580126667,,,19.27164555,2.040616035,,0.452939224,0.460489368,
1,2019/1/27 6:30,2019/1/27 6:40,20.80532799,7.824928522,,,17.41713867,6.397041893,,3.388189316,1.427886629,
1,2019/1/27 6:40,2019/1/27 6:50,27.70682831,4.549519801,,,23.45509987,4.819302225,,4.251728439,0.269782424,
1,2019/1/27 6:50,2019/1/27 7:00,33.11253185,8.576268101,,,26.98464985,7.084250546,,6.127882004,1.492017555,
1,2019/1/27 7:00,2019/1/27 7:10,38.8743866,7.445210695,,,37.56976051,6.929841471,,1.304626083,0.515369225,
1,2019/1/27 7:10,2019/1/27 7:20,48.73242226,10.84860096,,,42.12638321,8.732645226,,6.606039047,2.115955734,
1,2019/1/27 7:20,2019/1/27 7:30,59.65806808,9.823879528,,,51.64606781,8.525789642,,8.012000275,1.298089886,
1,2019/1/27 7:30,2019/1/27 7:40,66.37392349,12.47574387,,,56.38230438,10.23203287,,9.99161911,2.243710995,
1,2019/1/27 7:40,2019/1/27 7:50,69.98874664,13.74591722,,,70.94230423,12.183428,,0.953557587,1.562489223,
1,2019/1/27 7:50,2019/1/27 8:00,75.39823608,14.61420422,,,65.10391922,12.27936668,,10.29431686,2.334837532,
1,2019/1/27 8:00,2019/1/27 8:10,88.90666046,16.10733995,,,77.47710571,13.45701714,,11.42955475,2.650322819,
1,2019/1/27 8:10,2019/1/27 8:20,94.57592468,17.96659241,,,81.80518112,14.70521917,,12.77074356,3.261373234,
1,2019/1/27 8:20,2019/1/27 8:30,96.31447449,23.39942455,,,96.12643585,23.62603474,,0.188038635,0.226610184,
1,2019/1/27 8:30,2019/1/27 8:40,94.84464111,27.64852867,,,78.92206879,25.4853632,,15.92257233,2.163165474,
1,2019/1/27 8:40,2019/1/27 8:50,89.90059204,30.48755722,,,75.32159348,26.20901394,,14.57899857,4.278543282,
1,2019/1/27 8:50,2019/1/27 9:00,86.54895706,28.33623333,,,71.91889877,24.62102699,,14.63005829,3.715206337,
1,2019/1/27 9:00,2019/1/27 9:10,88.04049225,24.23629818,,,86.8286705,22.87951393,,1.211821747,1.356784248,
1,2019/1/27 9:10,2019/1/27 9:20,91.40516891,23.85846729,,,79.60060196,20.35758858,,11.80456696,3.500878716,
1,2019/1/27 9:20,2019/1/27 9:30,86.10357971,26.4681284,,,71.80402374,22.09239216,,14.29955597,4.375736237,
1,2019/1/27 9:30,2019/1/27 9:40,83.5141922,25.98092155,,,69.16427765,22.00245972,,14.34991455,3.978461838,
1,2019/1/27 9:40,2019/1/27 9:50,80.51862183,27.85194798,,,74.86355667,25.97410011,,5.655065155,1.877847862,
1,2019/1/27 9:50,2019/1/27 10:00,78.87162704,28.74136543,,,64.91086807,24.40686932,,13.96075897,4.334496117,
1,2019/1/27 10:00,2019/1/27 10:10,84.59732895,29.35060539,,,69.09972076,24.85957508,,15.49760818,4.491030312,
1,2019/1/27 10:10,2019/1/27 10:20,83.87430954,28.55775013,,,67.82521973,23.65241852,,16.04908981,4.905331612,
1,2019/1/27 10:20,2019/1/27 10:30,83.02745819,29.54968643,,,77.36517563,27.0762867,,5.662282562,2.473399734,
1,2019/1/27 10:30,2019/1/27 10:40,82.52097473,30.09764347,,,65.43970261,25.15206604,,17.08127213,4.945577431,
1,2019/1/27 10:40,2019/1/27 10:50,77.07710342,27.14810715,,,61.29087753,21.64713974,,15.78622589,5.500967407,
1,2019/1/27 10:50,2019/1/27 11:00,76.84390793,30.17887783,,,61.6056282,23.28333721,,15.23827972,6.895540619,
1,2019/1/27 11:00,2019/1/27 11:10,77.91174469,29.96439342,,,70.87897263,28.11806049,,7.032772064,1.846332932,
1,2019/1/27 11:10,2019/1/27 11:20,77.26577225,30.72310238,,,60.40644073,26.28052807,,16.85933151,4.44257431,
1,2019/1/27 11:20,2019/1/27 11:30,79.73016129,35.62690086,,,65.34139404,29.11379967,,14.38876724,6.513101196,
1,2019/1/27 11:30,2019/1/27 11:40,78.71995697,38.97226639,,,63.27628174,31.57940788,,15.44367523,7.392858505,
1,2019/1/27 11:40,2019/1/27 11:50,78.8240181,38.61030045,,,69.26217499,35.57039146,,9.561843109,3.039908981,
1,2019/1/27 11:50,2019/1/27 12:00,78.21399612,39.74366264,,,61.87251892,32.23378487,,16.3414772,7.509877777,
1,2019/1/27 12:00,2019/1/27 12:10,79.34247818,34.2282568,,,64.88920212,27.69928894,,14.45327606,6.528967857,
1,2019/1/27 12:10,2019/1/27 12:20,80.34608536,32.35137138,,,65.21809616,26.28948917,,15.1279892,6.06188221,
1,2019/1/27 12:20,2019/1/27 12:30,82.3614151,37.29696121,,,72.72661438,33.00994453,,9.63480072,4.287016678,
1,2019/1/27 12:30,2019/1/27 12:40,83.98044662,36.37898674,,,64.92713165,29.31622849,,19.05331497,7.062758255,
1,2019/1/27 12:40,2019/1/27 12:50,86.88311386,41.25908775,,,70.63544083,32.33021965,,16.24767303,8.928868103,
1,2019/1/27 12:50,2019/1/27 13:00,85.78373184,39.37961845,,,69.11194305,31.68352051,,16.67178879,7.696097946,
1,2019/1/27 13:00,2019/1/27 13:10,87.66945114,43.27859764,,,78.90594025,40.39006577,,8.763510895,2.888531876,
1,2019/1/27 13:10,2019/1/27 13:20,87.40389023,42.9884243,,,71.48833923,35.708358,,15.91555099,7.280066299,
1,2019/1/27 13:20,2019/1/27 13:30,81.51705246,40.63698654,,,63.43801346,33.56847839,,18.079039,7.068508148,
1,2019/1/27 13:30,2019/1/27 13:40,78.97732697,42.57928085,,,62.51327744,34.6296772,,16.46404953,7.949603653,
1,2019/1/27 13:40,2019/1/27 13:50,81.87980652,42.13933258,,,73.92099075,37.65273094,,7.958815765,4.486601639,
1,2019/1/27 13:50,2019/1/27 14:00,80.44850464,41.97551155,,,66.56953049,33.70326118,,13.87897415,8.272250366,
1,2019/1/27 14:00,2019/1/27 14:10,77.88788071,48.02406693,,,59.90090942,36.47045898,,17.98697128,11.55360794,
1,2019/1/27 14:10,2019/1/27 14:20,78.34079514,46.94574471,,,62.06751251,36.33788795,,16.27328262,10.60785675,
1,2019/1/27 14:20,2019/1/27 14:30,79.18626251,48.65669136,,,71.13203812,44.10887489,,8.054224396,4.547816467,
1,2019/1/27 14:30,2019/1/27 14:40,77.65913086,55.9728138,,,62.40147018,45.95989342,,15.25766068,10.01292038,
1,2019/1/27 14:40,2019/1/27 14:50,70.24386063,54.12639084,,,54.24144554,42.20252151,,16.00241508,11.92386932,
1,2019/1/27 14:50,2019/1/27 15:00,69.43708611,55.42867622,,,54.23324394,44.17632713,,15.20384216,11.25234909,
1,2019/1/27 15:00,2019/1/27 15:10,67.80459862,59.9873703,,,60.53453064,53.08985596,,7.270067978,6.897514343,
1,2019/1/27 15:10,2019/1/27 15:20,69.36947403,54.8321209,,,55.51815033,43.23040619,,13.8513237,11.60171471,
1,2019/1/27 15:20,2019/1/27 15:30,67.23318214,71.67186165,,,53.53081932,54.63568268,,13.70236282,17.03617897,
1,2019/1/27 15:30,2019/1/27 15:40,66.10103798,70.23647957,,,52.20885735,54.42042084,,13.89218063,15.81605873,
1,2019/1/27 15:40,2019/1/27 15:50,65.442593,72.67704926,,,56.29764938,64.23507462,,9.144943619,8.44197464,
1,2019/1/27 15:50,2019/1/27 16:00,64.2918972,84.06401215,,,51.33629951,66.87129745,,12.95559769,17.19271469,
